firebase-firestore	firebase-firestore	N/A	wuandy	Yes - includes new functionality	21.3.1	21.4.0	https://ariane.googleplex.com/launch/4002772					b/148278155	b/148404788		firebase-firestore
firebase-firestore-ktx	firebase-firestore	N/A	wuandy	Yes - includes new functionality	21.3.1	21.4.0	https://ariane.googleplex.com/launch/4002772					b/148278374	b/148404059		firebase-firestore:ktx
gcm	play-services-gcm	gcm	ciarandowney						N/A - no ref docs ever						
iid	play-services-iid	gcm	ciarandowney						N/A - no ref docs ever						
firebase-iid	firebase-iid	firebase-messaging	ciarandowney												
firebase-iid-interop	firebase-iid-interop	firebase-iid-interop	ciarandowney						N/A - no ref docs ever						
firebase-messaging	firebase-messaging	firebase-messaging	ciarandowney												
firebase-messaging-federation	firebase-messaging-federation	firebase-messaging-federation	yujiewang						N/A - no ref docs ever						
appinvite	play-services-appinvite	firebase_dynamic_links	paulwroberts						N/A - no ref docs ever			b/148277559			
firebase_dynamic_links	firebase-dynamic-links	firebase_dynamic_links	rlazo	Yes - includes new functionality	19.0.0	19.1.0	http://ariane/276526	cl/291785452				b/148277745	b/148404289		firebase-dynamic-links
firebase_dynamic_links_ktx	firebase-dynamic-links-ktx	firebase_dynamic_links	rlazo	Yes - includes new functionality	19.0.0	19.1.0	http://ariane/276526	cl/291785452				b/148277245	b/148404715		firebase-dynamic-links:ktx
analyticsservices	play-services-analytics-impl	measurement	barretta						N/A - no ref docs ever						
analyticsservices_app_library	play-services-analytics	measurement	barretta						N/A - no ref docs ever						
firebase_analytics	firebase-analytics	measurement	dhm												
measurement_impl	firebase-analytics-impl	measurement	dhm												
measurement	play-services-measurement	measurement	dhm						N/A - no ref docs ever						
measurement_api	play-services-measurement-api	measurement	dhm						N/A - no ref docs ever						
measurement_base	play-services-measurement-base	measurement	dhm						N/A - no ref docs ever						
measurement_sdk_api	play-services-measurement-sdk-api	measurement	dhm						N/A - no ref docs ever						
measurement_sdk	play-services-measurement-sdk	measurement	dhm						N/A - no ref docs ever						
tagmanager	play-services-tagmanager	measurement	eburley						N/A - no ref docs ever						
tagmanager-api	play-services-tagmanager-api	measurement	eburley						N/A - no ref docs ever						
tagmanager_legacy	play-services-tagmanager-v4-impl	measurement	eburley						N/A - no ref docs ever						
measurement_connector	measurement_connector	measurement_connector	dhm						N/A - no ref docs ever						
firebase_ads			ashwinraghav	Yes - bug fixes only								b/148279106	b/148407539		
firebase_ads_lite			ashwinraghav	Yes - bug fixes only								b/148279166	b/148407700		
clearcut	play-services-clearcut	clearcut	eworoshow						N/A - no ref docs ever						
firebase_abt	firebase-abt	firebase_abt	theresamegha	Yes - but no functional changes				N/A - no release notes ever	N/A - no ref docs ever			b/148278319	b/148404036		firebase-abt
firebase-database-collection	firebase-database-collection	firebase-database-collection	mrschmidt						N/A - no ref docs ever						firebase-database-collection
crash	firebase-crash	crash	tdeshpande	No											
firebase-perf	firebase-perf	firebase-perf	rkhinda												
phenotype	play-services-phenotype	phenotype	eworoshow						N/A - no ref docs ever						
firebase_remote_config	firebase-config	firebase_remote_config	danasilver	Yes - but no functional changes	19.1.0	19.1.1	N/A	cl/291269648				b/148277321	b/148404620		firebase-config
firebase_remote_config_ktx	firebase-config-ktx	firebase_remote_config_ktx	danasilver	Yes - but no functional changes	19.1.0	19.1.1	N/A	cl/291269648				b/145207846	b/145208330		firebase-config:ktx
functions		N/A	klimt	Yes - but no functional changes	19.0.1	19.0.2						b/148278172	b/148404473		firebase-functions
functions-ktx		N/A	klimt	Yes - but no functional changes	19.0.1	19.0.2						b/148277263	b/148404533		firebase-functions:ktx
firebase_core	firebase-core	firebase_core	ashwinraghav	No					N/A - no ref docs ever			b/148277299			
firebase_invites	firebase-invites	firebase-invites	ciarandowney	No								b/148278029			
protolite-well-known-types			ashwinraghav						N/A - no ref docs ever						protolite-well-known-types
vision_image_label_impl	firebase-ml-vision-image-label-model	vision	songchenxi												
vision_face_impl	firebase-ml-vision-face-model	vision	songchenxi												
vision	play-services-vision	vision	songchenxi												
vision_common	play-services-vision-common	vision	songchenxi												
vision_image_label	play-services-vision-image-label	vision	songchenxi												
icing	firebase-appindexing	icing	cassiewang	Yes - bug fixes only	19.1.0	19.1.0						b/148277062	b/148407663		
firebase-inappmessaging	firebase-inappmessaging	N/A	theresamegha												firebase-inappmessaging
firebase-inappmessaging-display	firebase-inappmessaging-display	N/A	theresamegha												firebase-inappmessaging-display
google-services plugin 	n/a	n/a	davidmotson												
strict-version-matcher	n/a	n/a	davidmotson												
firebase-datatransport	firebase-datatransport	n/a	vkryachko												firebase-datatransport
transport-runtime	transport-runtime	n/a	vkryachko												transport:transport-runtime
transport-backend-cct	transport-backend-cct	n/a	vkryachko												transport:transport-backend-cct
transport-api	transport-api	n/a	vkryachko												transport:transport-api
firebase-transport-encoders	firebase-transport-encoders	n/a	rlazo												encoders:firebase-encoders-json
firebase-appdistribution-gradle	n/a	n/a	tundeagboola												
firebase-crashlytics	firebase-crashlytics	firebase-crashlytics	mrwillis												
firebase-crashlytics-ndk	firebase-crashlytics-ndk	firebase-crashlytics-ndk	mrwillis												
crashlytics-gradle	crashlytics-gradle	n/a	marcrichards	Yes - but no functional changes	2.0.0-beta01	2.0.0-beta02	N/A	cl/291246060	N/A - no ref docs ever			https://b.corp.google.com/issues/148147975	b/148407387		
