firebase-iid	firebase-iid	firebase-messaging	ciarandowney												
firebase-iid-interop	firebase-iid-interop	firebase-iid-interop	ciarandowney						N/A - no ref docs ever						
firebase-messaging	firebase-messaging	firebase-messaging	ciarandowney												
firebase-messaging-federation	firebase-messaging-federation	firebase-messaging-federation	yujiewang						N/A - no ref docs ever						
appinvite	play-services-appinvite	firebase_dynamic_links	paulwroberts						N/A - no ref docs ever						
firebase_dynamic_links	firebase-dynamic-links	firebase_dynamic_links	paulwroberts	Yes - includes new functionality			http://ariane/276526					b/147365004	b/147426456	b/147427194	firebase-dynamic-links
firebase-dynamic-links-ktx	firebase-dynamic-links-ktx	N/A	rlazo	Yes - includes new functionality	NA		http://ariane/276526					b/147365460	b/147426018	b/147426995	firebase-dynamic-links:ktx
analyticsservices	play-services-analytics-impl	measurement	barretta						N/A - no ref docs ever						
analyticsservices_app_library	play-services-analytics	measurement	barretta						N/A - no ref docs ever						
firebase_analytics	firebase-analytics	measurement	dhm	Yes - bug fixes only	17.2.1	17.2.2		cl/289184536					b/147426959	b/147426604	
measurement_impl	firebase-analytics-impl	measurement	dhm	Yes - bug fixes only	17.2.1	17.2.2							b/147427037	b/147426939	
measurement	play-services-measurement	measurement	dhm	Yes - bug fixes only	17.2.1	17.2.2			N/A - no ref docs ever				b/147426960	b/147426825	
measurement_api	play-services-measurement-api	measurement	dhm	Yes - bug fixes only	17.2.1	17.2.2			N/A - no ref docs ever				b/147426904	b/147427212	
measurement_base	play-services-measurement-base	measurement	dhm	Yes - bug fixes only	17.2.1	17.2.2			N/A - no ref docs ever				b/147426875	b/147427163	
measurement_sdk_api	play-services-measurement-sdk-api	measurement	dhm	Yes - bug fixes only	17.2.1	17.2.2			N/A - no ref docs ever				b/147427090	b/147426883	
measurement_sdk	play-services-measurement-sdk	measurement	dhm	Yes - bug fixes only	17.2.1	17.2.2			N/A - no ref docs ever				b/147427249	b/147426785	
tagmanager	play-services-tagmanager	measurement	eburley						N/A - no ref docs ever						
tagmanager-api	play-services-tagmanager-api	measurement	eburley						N/A - no ref docs ever						
tagmanager_legacy	play-services-tagmanager-v4-impl	measurement	eburley						N/A - no ref docs ever						
measurement_connector	measurement_connector	measurement_connector	dhm						N/A - no ref docs ever						
firebase_ads			ashwinraghav												
firebase_ads_lite			ashwinraghav												
clearcut	play-services-clearcut	clearcut	eworoshow						N/A - no ref docs ever						
firebase_abt	firebase-abt	firebase_abt	sinank					N/A - no release notes ever	N/A - no ref docs ever						firebase-abt
firebase-database-collection	firebase-database-collection	firebase-database-collection	mrschmidt						N/A - no ref docs ever						firebase-database-collection
crash	firebase-crash	crash	tdeshpande												
firebase-perf	firebase-perf	firebase-perf	jamxl	Yes - bug fixes only	19.0.4	19.0.5		http://cl/288546140				b/147365076	b/147427023	http://b/145925240	
phenotype	play-services-phenotype	phenotype	eworoshow						N/A - no ref docs ever						
firebase_remote_config	firebase-config	firebase_remote_config	clp												firebase-config
firebase_remote_config_ktx	firebase-config-ktx	firebase_remote_config_ktx	clp									b/145207846	b/145208330		firebase-config:ktx
functions		N/A	klimt												firebase-functions
functions-ktx		N/A	klimt												firebase-functions:ktx
firebase_core	firebase-core	firebase_core	ashwinraghav						N/A - no ref docs ever						
firebase_invites	firebase-invites	firebase-invites	ciarandowney												
protolite-well-known-types			ashwinraghav						N/A - no ref docs ever						protolite-well-known-types
vision_image_label_impl	firebase-ml-vision-image-label-model	vision	songchenxi												
vision_face_impl	firebase-ml-vision-face-model	vision	songchenxi												
vision	play-services-vision	vision	songchenxi												
vision_common	play-services-vision-common	vision	songchenxi												
vision_image_label	play-services-vision-image-label	vision	songchenxi												
icing	firebase-appindexing	icing	cassiewang												
firebase-inappmessaging	firebase-inappmessaging	N/A	theresamegha	Yes - other reason (add comment)	19.0.2	19.0.3						b/147365439	b/147425861	b/147426861	firebase-inappmessaging
firebase-inappmessaging-display	firebase-inappmessaging-display	N/A	theresamegha	Yes - other reason (add comment)	19.0.2	19.0.3						b/147364157	b/147426252	b/147427255	firebase-inappmessaging-display
google-services plugin 	n/a	n/a	davidmotson												
strict-version-matcher	n/a	n/a	davidmotson												
firebase-datatransport	firebase-datatransport	n/a	vkryachko												firebase-datatransport
transport-runtime	transport-runtime	n/a	vkryachko												transport:transport-runtime
transport-backend-cct	transport-backend-cct	n/a	vkryachko												transport:transport-backend-cct
transport-api	transport-api	n/a	vkryachko												transport:transport-api
firebase-transport-encoders	firebase-transport-encoders	n/a	rlazo												encoders:firebase-encoders-json
firebase-appdistribution-gradle	n/a	n/a	tundeagboola												
firebase-crashlytics	firebase-crashlytics	firebase-crashlytics	mrwillis	Yes - includes new functionality		17.0.0-beta01	http://ariane/317954	cl/289450480				b/147363916	b/147425567	b/147427355	firebase-crashlytics
firebase-crashlytics-ndk	firebase-crashlytics-ndk	firebase-crashlytics-ndk	mrwillis	Yes - includes new functionality		17.0.0-beta01	http://ariane/317954	cl/289450480	N/A - no ref docs ever			b/147364799	b/147425763	b/147427230	firebase-crashlytics-ndk
crashlytics-gradle	crashlytics-gradle	n/a	marcrichards	Yes - includes new functionality		2.0.0-beta01	http://ariane/317954	cl/289492623							
