firebase-storage-api	firebase-storage	firebase_storage	mrschmidt		19.1.1										firebase-storage
firebase_common	firebase-common	firebase_common	ashwinraghav		19.3.0				N/A - no ref docs ever						firebase-common
firebase_common_ktx	firebase-common-ktx	firebase_common	ashwinraghav		19.3.0				N/A - no ref docs ever						firebase-common:ktx
firebase_components	firebase-components	firebase_components	vkryachko		16.0.0				N/A - no ref docs ever						firebase-components
firebase-firestore	firebase-firestore	N/A	wuandy		21.4.3										firebase-firestore
firebase-firestore-ktx	firebase-firestore-ktx	N/A	wuandy		21.4.3										firebase-firestore:ktx
gcm	play-services-gcm	gcm	ciarandowney		17.0.0				N/A - no ref docs ever						
iid	play-services-iid	gcm	ciarandowney		17.0.0				N/A - no ref docs ever						
firebase-iid	firebase-iid	firebase-messaging	ciarandowney	Yes - bug fixes only	20.1.6	20.1.7		http://cl/309266365					b/155503941		
firebase-iid-interop	firebase-iid-interop	firebase-iid-interop	ciarandowney		17.0.0				N/A - no ref docs ever						
firebase-messaging	firebase-messaging	firebase-messaging	ciarandowney	Yes - bug fixes only	20.1.6	20.1.7		http://cl/309268019					b/155505043		
appinvite	play-services-appinvite	firebase_dynamic_links	paulwroberts		18.0.0				N/A - no ref docs ever						
firebase_dynamic_links	firebase-dynamic-links	firebase_dynamic_links	paulwroberts		19.1.0										
analyticsservices	play-services-analytics-impl	gtm	barretta		17.0.0				N/A - no ref docs ever						
analyticsservices_app_library	play-services-analytics	gtm	barretta		17.0.0				N/A - no ref docs ever						
firebase_analytics	firebase-analytics	measurement	dhm	Yes - bug fixes only	17.4.0	17.4.1							b/155504654		
firebase_analytics_ktx	firebase-analytics-ktx		dhm	Yes - bug fixes only	17.4.0								b/155504480		
measurement_impl	firebase-analytics-impl	measurement	dhm	Yes - bug fixes only	16.3.0								b/155503961		
measurement	play-services-measurement	measurement	dhm	Yes - bug fixes only	17.4.0	17.4.1			N/A - no ref docs ever				b/155503335		
measurement_api	play-services-measurement-api	measurement	dhm	Yes - bug fixes only	17.4.0	17.4.1			N/A - no ref docs ever				b/155504753		
measurement_base	play-services-measurement-base	measurement	dhm	Yes - bug fixes only	17.4.0	17.4.1			N/A - no ref docs ever				b/155505205		
measurement_sdk_api	play-services-measurement-sdk-api	measurement	dhm	Yes - bug fixes only	17.4.0	17.4.1			N/A - no ref docs ever				b/155503720		
measurement_sdk	play-services-measurement-sdk	measurement	dhm	Yes - bug fixes only	17.4.0	17.4.1			N/A - no ref docs ever				b/155503362		
tagmanager	play-services-tagmanager	gtm	eburley		17.0.0				N/A - no ref docs ever						
tagmanager-api	play-services-tagmanager-api	gtm	eburley		17.0.0				N/A - no ref docs ever						
tagmanager_legacy	play-services-tagmanager-v4-impl	gtm	eburley		17.0.0				N/A - no ref docs ever						
measurement_connector	firebase-measurement-connector	measurement_connector	dhm		18.0.0				N/A - no ref docs ever						
firebase_ads	firebase-ads		ashwinraghav		19.1.0										
firebase_ads_lite	firebase-ads-lite		ashwinraghav		19.1.0										
clearcut	play-services-clearcut	clearcut	eworoshow		17.0.0				N/A - no ref docs ever						
firebase_abt	firebase-abt	firebase_abt	welkinlan		19.0.1			N/A - no release notes ever	N/A - no ref docs ever						firebase-abt
firebase-database-collection	firebase-database-collection	firebase-database-collection	mrschmidt		17.0.1				N/A - no ref docs ever						firebase-database-collection
crash	firebase-crash	crash	tdeshpande		16.2.1										
firebase-perf	firebase-perf	firebase-perf	jamxl		19.0.7										
phenotype	play-services-phenotype	phenotype	eworoshow		17.0.0	17.0.1			N/A - no ref docs ever						
firebase_remote_config	firebase-config	firebase_remote_config	danasilver		19.1.4		Not required				b/hotlists/1559975				firebase-config
firebase_remote_config_ktx	firebase-config-ktx	firebase_remote_config_ktx	danasilver		19.1.4		Not required				b/hotlists/1559975				firebase-config:ktx
functions	firebase-functions	N/A	klimt		19.0.2										firebase-functions
functions-ktx	firebase-functions-ktx	N/A	klimt		19.0.2										firebase-functions:ktx
firebase_core	firebase-core	firebase_core	ashwinraghav		17.4.0				N/A - no ref docs ever						
firebase_invites	firebase-invites	firebase-invites	ciarandowney		17.0.0										
protolite-well-known-types	protolite-well-known-types		ashwinraghav		17.0.0				N/A - no ref docs ever						protolite-well-known-types
vision_image_label_impl	firebase-ml-vision-image-label-model	vision	pavelj		20.0.1										
vision_face_impl	firebase-ml-vision-face-model	vision	pavelj		20.0.1										
vision	play-services-vision	vision	pavelj		20.0.0										
vision_common	play-services-vision-common	vision	pavelj		19.0.2										
vision_image_label	play-services-vision-image-label	vision	pavelj		18.0.3										
icing	firebase-appindexing	icing	cassiewang	No	19.1.0										
firebase-inappmessaging	firebase-inappmessaging	N/A	jheron		19.0.6										firebase-inappmessaging
firebase-inappmessaging-ktx	firebase-inappmessaging-ktx	N/A	jheron		19.0.6										firebase-inappmessaging:ktx
firebase-inappmessaging-display	firebase-inappmessaging-display	N/A	jheron		19.0.6										firebase-inappmessaging-display
firebase-inappmessaging-display-ktx	firebase-inappmessaging-display-ktx	N/A	jheron		19.0.6										firebase-inappmessaging-display:ktx
google-services plugin 	n/a	n/a	davidmotson												
strict-version-matcher	n/a	n/a	davidmotson												
firebase-datatransport	firebase-datatransport	n/a	vkryachko	Yes - bug fixes only	17.0.4	17.0.5	b/153484275, #1436						b/155305862		firebase-datatransport
transport-runtime	transport-runtime	n/a	vkryachko	Yes - bug fixes only	2.2.1	2.2.2	b/153484275, #1436						b/155306535		transport:transport-runtime
transport-backend-cct	transport-backend-cct	n/a	vkryachko	Yes - bug fixes only	2.2.1	2.2.2	b/153484275						b/155306058		transport:transport-backend-cct
transport-api	transport-api	n/a	vkryachko		2.2.0										transport:transport-api
firebase-encoders-json	firebase-encoders-json	n/a	rlazo		16.1.0										encoders:firebase-encoders-json
firebase-appdistribution-gradle	n/a	n/a	tundeagboola	Yes - bug fixes only	1.4.0	1.4.1		http://cl/309406237				http://b/155487267	b/155503997		
firebase-crashlytics	firebase-crashlytics	firebase-crashlytics	mrwillis		17.0.0										firebase-crashlytics
firebase-crashlytics-ndk	firebase-crashlytics-ndk	firebase-crashlytics-ndk	mrwillis		17.0.0										firebase-crashlytics-ndk
crashlytics-gradle	crashlytics-gradle	n/a	marcrichards	Yes - bug fixes only	2.0.0	2.1.0		cl/309797939				https://b/155649625			
firebase-installations	firebase-installations		andirayo	Yes - but no functional changes	16.2.2	16.3.0	http://ariane/4016529	http://cl/309256564					b/155306520		firebase-installations
firebase-installations-interop	firebase-installations-interop		andirayo		16.0.0										
															
		`													
