firebase_common_ktx,firebase-common,firebase_common,ashwinraghav,,,,,,N/A - no ref docs ever,,,,,,firebase-common:ktx
firebase_components,firebase-components,firebase_components,vkryachko,,,,,,N/A - no ref docs ever,,,,,,firebase-components
firebase-firestore,firebase-firestore,N/A,wuandy,,,,,,,,,,,,firebase-firestore
firebase-firestore-ktx,firebase-firestore,N/A,wuandy,,,,,,,,,,,,firebase-firestore:ktx
gcm,play-services-gcm,gcm,ciarandowney,,,,,,N/A - no ref docs ever,,,,,,
iid,play-services-iid,gcm,ciarandowney,,,,,,N/A - no ref docs ever,,,,,,
firebase-iid,firebase-iid,firebase-messaging,ciarandowney,Yes - other reason (change to depend on FIS),20.0.2,20.1.0,ariane/328187,,,,,,,,
firebase-iid-interop,firebase-iid-interop,firebase-iid-interop,ciarandowney,,,,,,N/A - no ref docs ever,,,,,,
firebase-messaging,firebase-messaging,firebase-messaging,ciarandowney,Yes - bug fixes only,20.1.0,20.1.1,,,,,,,,,
firebase-messaging-federation,firebase-messaging-federation,firebase-messaging-federation,yujiewang,,,,,,N/A - no ref docs ever,,,,,,
appinvite,play-services-appinvite,firebase_dynamic_links,paulwroberts,No,,,,,N/A - no ref docs ever,,,,,,
firebase_dynamic_links,firebase-dynamic-links,firebase_dynamic_links,paulwroberts,Yes - other reason (add comment),19.0.1,19.1.0,,cl/294552423,,,,,,,
firebase-dynamic-links-ktx,firebase-dynamic-links-ktx,,acore,Yes - includes new functionality,,19.1.0,,,,,,,,,
analyticsservices,play-services-analytics-impl,measurement,barretta,,,,,,N/A - no ref docs ever,,,,,,
analyticsservices_app_library,play-services-analytics,measurement,barretta,,,,,,N/A - no ref docs ever,,,,,,
firebase_analytics,firebase-analytics,measurement,dhm,,,,,,,,,,,,
measurement_impl,firebase-analytics-impl,measurement,dhm,,,,,,,,,,,,
measurement,play-services-measurement,measurement,dhm,,,,,,N/A - no ref docs ever,,,,,,
measurement_api,play-services-measurement-api,measurement,dhm,,,,,,N/A - no ref docs ever,,,,,,
measurement_base,play-services-measurement-base,measurement,dhm,,,,,,N/A - no ref docs ever,,,,,,
measurement_sdk_api,play-services-measurement-sdk-api,measurement,dhm,,,,,,N/A - no ref docs ever,,,,,,
measurement_sdk,play-services-measurement-sdk,measurement,dhm,,,,,,N/A - no ref docs ever,,,,,,
tagmanager,play-services-tagmanager,measurement,eburley,,,,,,N/A - no ref docs ever,,,,,,
tagmanager-api,play-services-tagmanager-api,measurement,eburley,,,,,,N/A - no ref docs ever,,,,,,
tagmanager_legacy,play-services-tagmanager-v4-impl,measurement,eburley,,,,,,N/A - no ref docs ever,,,,,,
measurement_connector,measurement_connector,measurement_connector,dhm,,,,,,N/A - no ref docs ever,,,,,,
firebase_ads,,,ashwinraghav,,,,,,,,,,,,
firebase_ads_lite,,,ashwinraghav,,,,,,,,,,,,
clearcut,play-services-clearcut,clearcut,eworoshow,,,,,,N/A - no ref docs ever,,,,,,
firebase_abt,firebase-abt,firebase_abt,theresamegha,,,,,N/A - no release notes ever,N/A - no ref docs ever,,,,,,firebase-abt
firebase-database-collection,firebase-database-collection,firebase-database-collection,mrschmidt,,,,,,N/A - no ref docs ever,,,,,,firebase-database-collection
crash,firebase-crash,crash,tdeshpande,,,,,,,,,,,,
firebase-perf,firebase-perf,firebase-perf,jamxl,,,,,,,,,,,,
phenotype,play-services-phenotype,phenotype,eworoshow,,,,,,N/A - no ref docs ever,,,,,,
firebase_remote_config,firebase-config,firebase_remote_config,clp,,,,,,,,,,,,firebase-config
firebase_remote_config_ktx,firebase-config-ktx,firebase_remote_config_ktx,clp,,,,,,,,,b/145207846,b/145208330,,firebase-config:ktx
functions,,N/A,klimt,,,,,,,,,,,,firebase-functions
functions-ktx,,N/A,klimt,,,,,,,,,,,,firebase-functions:ktx
firebase_core,firebase-core,firebase_core,ashwinraghav,,,,,,N/A - no ref docs ever,,,,,,
firebase_invites,firebase-invites,firebase-invites,ciarandowney,,,,,,,,,,,,
protolite-well-known-types,,,ashwinraghav,,,,,,N/A - no ref docs ever,,,,,,protolite-well-known-types
vision_image_label_impl,firebase-ml-vision-image-label-model,vision,songchenxi,,,,,,,,,,,,
vision_face_impl,firebase-ml-vision-face-model,vision,songchenxi,,,,,,,,,,,,
vision,play-services-vision,vision,songchenxi,,,,,,,,,,,,
vision_common,play-services-vision-common,vision,songchenxi,,,,,,,,,,,,
vision_image_label,play-services-vision-image-label,vision,songchenxi,,,,,,,,,,,,
icing,firebase-appindexing,icing,cassiewang,,,,,,,,,,,,
firebase-inappmessaging,firebase-inappmessaging,N/A,theresamegha,,,,,,,,,,,,firebase-inappmessaging
firebase-inappmessaging-display,firebase-inappmessaging-display,N/A,theresamegha,,,,,,,,,,,,firebase-inappmessaging-display
google-services plugin ,n/a,n/a,davidmotson,,,,,,,,,,,,
strict-version-matcher,n/a,n/a,davidmotson,,,,,,,,,,,,
firebase-datatransport,firebase-datatransport,n/a,vkryachko,,,,,,,,,,,,firebase-datatransport
transport-runtime,transport-runtime,n/a,vkryachko,,,,,,,,,,,,transport:transport-runtime
transport-backend-cct,transport-backend-cct,n/a,vkryachko,,,,,,,,,,,,transport:transport-backend-cct
transport-api,transport-api,n/a,vkryachko,,,,,,,,,,,,transport:transport-api
firebase-transport-encoders,firebase-transport-encoders,n/a,rlazo,,,,,,,,,,,,encoders:firebase-encoders-json
firebase-appdistribution-gradle,n/a,n/a,tundeagboola,,,,,,,,,,,,
firebase-crashlytics,firebase-crashlytics,firebase-crashlytics,mrwillis,,,,,,,,,,,,
firebase-crashlytics-ndk,firebase-crashlytics-ndk,firebase-crashlytics-ndk,mrwillis,,,,,,,,,,,,
crashlytics-gradle,crashlytics-gradle,n/a,marcrichards,,,,,,,,,,,,
firebase-installations,firebase-installations,,ankitagj,Yes - includes new functionality,,,ariane/328187,,,,,,,,
firebase-installations-interop,firebase-installations-interop,,ankitagj,Yes - includes new functionality,,,,,,,,,,,
